ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
LJ3Z0aRU;9433;310-02-00845 / 2016-02;2016-10-29;2021-10-29;5;In Jadar
NBZOLKsc;9433;310-02-00827 / 2015-02;2015-07-31;2021-07-31;6;Valjevo-Mionica basin
4LDXTR4J;9439;;2021-12-24;2046-08-18;25;
3D9rrlA-;9464;310-02- 01245/2020- 02;2020-10-12;2023-10-12;3;Donje Tlamino exploration right (license)
3D9rrlA-;9465;310-02- 01245/2020- 02;2020-10-12;2023-10-12;3;SurlicaDukat exploration right (license)
3D9rrlA-;9466;310-02- 034/2017-0;2019-03-15;2019-03-15;3;Žuti Kamen exploration right (license)
_LB4oe_3;9481;310-02-00843 / 2016-02;2020-02-27;2023-02-11;3;In Ljig
LYhguoae;9482;310-02-00282 / 2018-02;2019-06-13;2022-06-13;;Valjevo north
NopUcVZN;9492;;;;;The project officially started construction on November 17, 2018, energized and operated transmission lines and substations on May 15, 2019 and put into commercial operation since June 10, 2019.
Cgkf_cUl;9497;;1994;2025;30;
EXBa187O;9525;;2020;2050;30;
kzT4UMUH;9542;;;;25;The Project will be operational for a maximum period of 25 years.
4qc4cMuD;9546;;;;25;The power purchase agreement has been signed with the DISCOM which is Southern Power Distribution Company of Telangana Ltd. 
5kxp90uf;9618;No 42 អនក្រ.បក;2011-03-21;2081-03-21;70;Based on the government sub-decree agreement the maximum of 70 years.
cHcnfX0M;9662;;2016-04-20;;;
JynKY5Ih;9667;MPSA No. 255-2007-V Amended I;2007-07-30;2032-07-30;25;
9eSIfyHs;9668;MPSA No. 258-2007-II;2007-07-30;2032-07-30;25;
hI5seDCY;9669;MPSA No. 259-2007-XIII-SMR-Amended II;2007-07-12;2032-07-12;25;
XZRQCPad;9670;MPSA No. 261-2008-XIII (Amended);2008-03-10;2033-03-10;25;
JxS6Aakd;9671;MPSA No. 262-2008-XIII;2008-03-11;2033-03-11;25;
zfvpX_-S;9672;MPSA No. 263-2008-XI(Amended I) A;2008-04-30;2033-04-30;25;Contract amended in 2016
h_hh-wnr;9673;MPSA No. 263-2008-XI(Amended I) B;2008-04-30;2033-04-30;25;Contract amended in 2016
ise0Ilmw;9674;MPSA No. 265-2008-III;2008-07-28;2033-07-28;25;
pvCURkwp;9675;MPSA No. 277-2009-IVB;2009-03-28;2034-03-23;25;Contract suspended in 2019.
ijN_C1oS;9676;MPSA No. 278-2009-CAR;2009-04-08;2034-04-08;25;
vS5KTRVj;9678;Subdecree No524;2011-05-05;;;
OwEd-VZQ;9680;No 279 អនក្រ.បក;2011-12-23;2110-12-23;99;
8AbJS0Yt;9692;opencorporates25-04-2012;2012-04-25;;;
2UZrODsr;9696;PDoAFF;2019-02-07;;;Data from Provincial Department of Agriculture Forestries and Fisheries in Preah Vihear Province
a2H_lQxZ;9697;PDoAFF;2019-02-07;;;Data from the Provincial Department of Agriculture Forestries and Fisheries in Preah Vihear Province
7iyk9U_u;9699;PDoAFF02-07-2019;2019-02-07;;;
CGTnIiJG;9700;PDoAFF07-02-2019;2019-02-07;;;
zxtqoM2E;9700;PDoLVT_30-05-2021;2021-05-30;;;
N-Ur6mkD;9702;PoAFF_07-02-2019;2019-02-07;;;
p7MyowOp;9702;PDoLVT_30-05-2021;2021-05-30;;;
TY0u0EMf;9708;No. 54 year 2009 ;2009-02-19;;;"Decree of District Head of Ketapang No. 54 year
2009
19 February 2009"
hMzooc8s;9708;No.94/HGU/BPN-RI/2013;2013-09-10;;;"Decree of BPN No.94/HGU/BPN-RI/2013
10 September 2013"
kNnrR9p-;9719;SK.537/Menhut-II/2012;2012;;;the permit is signed by the minister of forestry and environment
6xCSEcVx;9720;SK.360/Menhut-II/2013;2013-05-23;;;Decree of the Minister of Forestry
e2SmwzKA;9721;SK. 634/MENHUT-II/2012;2012-11-12;;35;PT Samudera Rejeki Perkasa (SRP) is an IUPHHK-HA Holder in Murung Raya Regency, Central Kalimantan Province SK IUPHHK-HA Number: SK. 634/MENHUT-II/2012 dated 12 November 2012
eQ4H4E3X;9721;SK. 819/MENHUT-II/2014;2014-09-25;;;AddendumAddendum Number: SK. 819/MENHUT-II/2014 Dated 25 September 2014 Area ± 89,190 hectares covering the administrative area of ​​Laung Tuhup District, Barito Tuhup Raya District, Uut Murung District, Tanah Siang District and Concession Areas of the Mandaun River, Maruwei River, Diit River, Forest Group Concessions gloomy
Mw4vEW97;9722;SK.582/Menhut-II/2009;2009;;;
UTDCoDLN;9722;SK.321/Menhut-II/2009;;;;
7XjP9t3v;9722;SK.400/Menhut-II/2004;;;;
7s9ddoer;9723;44/HGU/BPN/RI/2013;2013-01-08;2048-04-06;35;one permits with seven locations
vZELcif_;9725;543.5/57/KEP.DPE/2013;2013;;;a signment of Head of  export support board
-UkW1sNH;9725;IUP BERAKHIR NOMOR 540/219/DESDM-B.1;2017;;;letter of revoked coal mining permit from Head of Province
0XefRokW;9725;543.5/58/KEP.DPE/2013;2013;;;a signment of Head of  export support board
0eB618uC;9725; 1147 TAHUN 2011;2011;;;
Rl9sM193;9727;31/HGU/KEM-ATR/BPN/2017;2017-03-10;2025-09-03;;signed of ministry of environment
40DBsJNL;9728;15-HGU-BPN-KB-2007;2018-03-15;2042-09-06;;Size Consession 199.2874 Ha
E26YheHS;9728;kakanwil prov.Kal-Bar No.32/HGU/BPN.61/2015;2016-02-02;2050-12-09;;Size consession 41.392081Ha sign for ATR/BPN Provinsi West Kalimantan
DO5tkqnS;9728;20/HGU/BPN RI/2010;2018-03-18;2045-09-21;;Size consession 82.989439 Ha sign for ATR/BPN Provinsi West Kalimantan
DL4-eQVV;9728;09-HGU-BPN-KB-2007;2018-03-15;2042-09-06;;Size consession 199.084977 Ha
G1vKWNuQ;9728;11/HGU-BPN-KB-2007;2018-03-15;2042-03-15;;Size consession 198.593578 Ha
ENMW5gmb;9728;20/HGU/BPN RI/2010;2018-01-30;2045-09-21;;Size consession 172.772295 Ha
hfTMqZ4l;9728;10-HGU-BPN-KB-2007;2018-03-13;2042-09-06;;Size consession 196.930456 Ha
xEkFZipJ;9728;13-HGU-BPN-KB-2007;2018-03-15;2042-09-06;;Size consession 199.382989 Ha
wBL1VU3T;9728;kakanwil Prov.Kal-Bar No.31/HGU/BPN.61/2015;2018-02-02;2050-12-16;;Size Consession 16.959529 Ha
k3ehGeN6;9728;kakanwil Prov. Kal-Bar No.30/HGU/BPN.61/2015;2016-02-02;2050-02-02;;Size Consession 178.682781
d8QsRON5;9728;kakanwil prov.Kal-bar No.29/HGU/BPN.61/2015;2016-02-02;2050-02-16;;Size Consession 0.689077 Ha
UzdSX99g;9728;kakanwil Prov.Kal-Bar No.31/HGU/BPN.61/2015;2016-02-02;2050-12-16;;Size Consession 159.559003 Ha
VTYUjxIE;9728;12-HGU-BPN-KB-2007;2018-03-15;2042-09-06;;Size Consession 199.194197 Ha
42N0Zf6m;9728;20/HGU/BPN RI/2010;2018-01-30;2045-09-21;;Size Consession 1580.612194 Ha
XJpgSzsY;9728;14-HGU-BPN-KB-2007;2018-03-15;2042-09-06;;Size Consession 199.779555 Ha
wnz47ICq;9728;26/HGU/BPN/61/2015;2015-11-24;2050-11-03;;Size Consession 156.737919 Ha
vILAhLtD;9728;Kakanwil prov. kal-Bar No.32/HGU/BPN.61/2015;2016-02-02;2050-12-16;;Size Consession 101.826842
FPCjKxOu;9728;Kakanwil Prov.Kal-Bar No.27/HGU/BPN.61/2015;2015-11-24;2050-11-18;;Size Consession 181.569678 Ha
ZgoFmhbW;9728;20/HGU/BPN RI/2010;2018-03-15;2045-03-15;;Size Consession 169.762087 Ha
QMa3cnPg;9728;Kakanwil Prov. Kal-Bar No.28/HGU/BPN.61/2015;2015-12-14;2050-11-18;;Size Consession 183.595412 Ha
QjZbAKgI;9728;20/HGU/BPN RI /2010;2018-03-15;2045-09-21;;Size Consession 573.091356 Ha
tVWCoLQq;9729;SK.679/Menhut-II/2013;2013-10-11;;;
0v1x9Iy8;9730;82/HGU/BPN-RI/2011;2011-12-22;2046-09-24;;there are 17 locations with 1 permit
V3GqvQTz;9732;;2011;2031;20;De Aar Solar Power signed a 20-year Power Purchase Agreement with Eskom as part of the South African Government’s Renewable Energy Independent Power Producer Procurement Programme
kSZDXCLR;9734;;2019-01-30;;20;"
Kathu Solar Park signed a 20-year Power Purchase Agreement (PPA) pursuant to the REIPPP procurement programme with the off-taker/buyer."
3_Buqj1M;9737;540/001/IUP-OP/BPPT/XI/2009;2010-08-12;2026-10-12;15;
vqggb1GD;9739;188.45/ 093 /2.03.02/2010;2010;;;
HxR4S0ha;9739;188.44/906/DPE/2015;2015;;;
c1Q-stAA;9739;188.45/456/TAMBEN/2010;2010;;;
K0MZxnNQ;9739;224 TAHUN 2014;2014;;;
u3mGkNtC;9739;188.45/ 096 /2.03.02/2010;2010;;;
kCatZ5dX;9739;1003 TAHUN 2014;2014;;;
V4H0wz02;9739;188.45/455/TAMBEN/2010;2010;;;
hPLdRluF;9739;188.44/392/DPE/2010;2010;;;
SeK8exXX;9739;503/090/OP-L/BPPT/2010;2010;;;
Dz0Ddrn0;9739;188.45/465/TAMBEN/2010;2010;;;
u4CNuntu;9739;188.44/907/DPE/2015;2015;;;
xCQobi3G;9739;188.44/391/DPE/2010;2010;;;
M7vfp0G3;9739;188.44/393/DPE/2010;2010;;;
h_NNQCMZ;9739;188.44/387/DPE/2010;2010;;;
__ahzZ92;9739;188.45/ 080 /2.03.02/2010;2010;;;
g6pMwAwI;9739;107/IUP-OP/DPE/2010;2010;;;
-8Y6IXqc;9739;188.45/ 079 /2.03.02/2010;2010;;;
Q7C7P7yw;9739;188.45/001/IUP-OP/DPE;;;;
eWOfndvX;9739;188.45/690Z/DPE/2014;2014;;;
oaMXwaFA;9739;188.45/ 074 /2.03.02/2010;2010;;;
CYTH2vLU;9739;188.44/390/DPE/2010;2010;;;
dQCyUNwu;9739;188.45/ 077 /2.03.02/2010;2010;;;
N1zYfv9A;9739;188.45/215/DPE/2010;2010;;;
TBb7fkiT;9739;188.45/459/TAMBEN/2010;2010;;;There are 113 more contracts to upload found in Data Source 3
aaDIK7zX;9740;02/HGU/BPN.33/2015;2015-12-16;2040-12-16;25;
UGN6CiFC;9743;440.K/30/DJB/2017;2017-12-06;2041-03-10;24;Mining concession PT. The Tondano Nusajaya Mine is a Mining Business Permit which is included in the type of Contract of Work
GXdyko0N;9747;42/HGU/ BPN RI/2014;2018-01-02;2049-02-11;30;
Kfn21xP3;9747;41/HGU/BPN RI/2014;2014-02-28;2049-02-11;35;
o3oDgvJL;9747;98/HGU/KEM-ATR/BPN/2017;2018-01-02;2052-09-28;35;
SA2fiYH5;9747;58/HGU/KEM-ATR/BPN/2018;2018-10-08;2053-07-05;35;
P0Omc9Co;9747;15/HGU/KEM-ATR/BPN/2018;2018-05-28;2053-02-20;35;
d-wLCTtj;9748;;;;;PT. Bangka Belitung Timah Sejahtera has 103 concession contracts for Mining Business Permits. Contract-related information is attached to the data source.
KkutLcK4;9751;737/Menhut-VI/2009;2009;;;size contract 146,633.61 Ha agreement by ministry KLHK
MBFEZFuN;9751;SK 5984/Menhut-VI/BRPUK/2014;2014;;;size contract 119875.27 Ha Agreement by Ministry KLHK
wHMzHVs8;9752;SK No 67/HK/2010;2009-10-08;2014-10-08;5;
gdj4esUP;9753;188.4.45/139/V/2011;2011-05-24;;4;
22sr7PHY;9754;188.4.45/139/V/2011;2011-05-24;2017-07-30;6;Specifically, concessions with this type of mining business permit are used for exploration for 4 years and feasibility studies for 2 years, so the total duration of the permit is 6 years for a series of mining exploration activities.
cJOp5CTO;9755;5/HGU/BPN.32/2016;2017-02-08;2041-12-21;24;
ZlxBzwbK;9756;SK.585/Menhut-II/2011;2011;;;
tJy4nGYF;9758;188/547/KEP/429.011/2012;2012-07-09;2030-01-25;18;Type of concession contract PT. Bumi Suksesindo is a Mining Business Permit for mining production operations
dTNX62DX;9761;;;;;There are 40 concession contracts covering an area of 11006.97 hectares belonging to PT. Mulia Sawit Agro Lestari (attached to the data source)
SQppqeDu;9762;;;;;There are several concession contracts with 9 Land Plot Identification Numbers (attached to the data source)
HFXcprjn;9764;252 Tahun 2011;2011-05-28;;;The concession status is not clean and clear
_Jy4Hthk;9765;SK Gubernur KDH TK I NTB;1987-11-16;2017-11-16;30;
_Qm7_Cdc;9766;188.45/0183/DESDM/2010;2010;;;Contract is confirmed in this link with the investor title. Cannot access the link due to required payment [Source: http://www.indominingmap.com/kmlw/m_SULAWESI_CENTRAL.html]
r2gybb9o;9768;;;;;There are 57 contract agreements for PT. Agro Anugerah Lestari (attached to the data source)
x3g-9ziI;9769;;2020-11-03;;60;November 3rd 2020, the government signed a contract leasing the land to FNC for sixty years. 
Ofx6jzDn;9771;KEPALA BPN RI NO: 104/HGU/BPN RI/2013;2013-11-18;2043-11-18;30;Concession contract PT. Bio Inti Agrindo is a Cultivation Right for oil palm plantations
C4wY7SHx;9771;KEPALA BPN RI NO: 104 / HGU / BPN RI / 2013;2013-11-18;2043-11-18;30;Concession contract PT. Bio Inti Agrindo is a Cultivation Right for oil palm plantations.
_48ac9nn;9771;Kepala BPN RI No.81/HGU/BPN RI/2011;2012-03-12;2042-03-12;30;Concession contract PT. Bio Inti Agrindo is a Cultivation Right for oil palm plantations.
uT-INsWW;9771;KEPALA BPN RI: 104/HGU/BPN RI/2013;2013-11-18;2043-11-18;30;Concession contract PT. Bio Inti Agrindo is a Cultivation Right for oil palm plantations
bt_tv7y1;9778;KEPALA BPN RI NO: 104/HGU/BPN RI/2013;2013-11-18;2043-11-18;30;contract sign by ministry ATR/BPN Republic Indonesia
h87X4npQ;9778;KEPALA BPN RI NO: 104 / HGU / BPN RI / 2013;2013-11-18;2043-11-18;30;contract sign by ministry ATR/BPN Republic Indonesia
D8IjN2wC;9778;Ka.BPN RI No.81/HGU/BPN RI/2011;2012-03-12;2042-03-12;30;contract sign by ministry ATR/BPN Republic Indonesia
nPDiTD-L;9778;KEPALA BPN RI: 104/HGU/BPN RI/2013;2013-11-18;2043-11-18;;contract sign by minsitry ATR/BPN Republic Indonesia
ChtJ0zkC;9798;;2004-11-08;;29;Two periods are established for the duration of the contract: exploration period: 5 years and 9 months. Exploitation period: 24 years (source 4, p. 8 et seq.).
nA_xLf2A;9812;;2022-03-24;2077-03-25;35;The project will last 35 years, to reflect the pace of agriculture and the growth of trees.
VeKRZKmF;9814;;;;;The power generated from the project is sold to Eskom Holdings SOC under a power purchase agreement for a period of 20 years from 2014. The contracted capacity is 94MW.
3uxBmE1u;9818;;;;20;The company will  operate for at least 20 years.
snZ8xH6M;9820;;;;20;
kFFl8L_I;9821;;;;20;The power generated from the project is sold to Eskom Holdings SOC under a power purchase agreement for a period of 20 years. 
2NstJIX1;9823;;2010;2050;40;It has a 40 year land lease contract with the Ethiopian government for 268 hectares agricultural land in the surroundings of Bonga in the Kafa region in Ethiopia
XIWI-mFZ;9825;;;;;operational life of more than 25 years. A 20-year power purchase agreement was signed for the project with Eskom, South Africa’s state-owned power utility, to supply the entire power generated at the plant.
9P-iMwzS;9827;;2011;;;Droogfontein Solar Power has signed a 20-year Power Purchase Agreement with Eskom as well as an Implementation Agreement with the Department of Energy.The power generated from the project is sold to Eskom Holdings SOC under a power purchase agreement for a period of 20 years from 2014
KSKL7_q1;9835;4/HGU/BPN RI/2013 / 545/MENHUT-II/2011;2013;;;The HGU is for one part of the concession. The state forest release permit  545/MENHUT-II/2011 for both.
b0FtSgW2;9836;;;;25;The power generated from the project is sold to Egyptian Electricity Transmission under a power purchase agreement. The power is sold at the rate of $0.07kWh for a period of 25 years.
jrBFVfhH;9839;521/04/Distan-III/XI/2004 ;2004;;;IUP. No information on the HGU number.
37Ail0j9;9840;120/HGU/KEM-ATR/BPN/2018;2018;;;IUP: 286/K-IV/520/2009
-Kugo5-2;9841;30/HGU/KEM-ATR/BPN/2017;2017-03-09;;;"Granting of HGU in the name of PT Persada Kencana Prima in Menjulutung Village, Kec. Sesayap Hilir, Tana Tidung Regency, North Kalimantan Province with an area of 6,928.69 Ha; consisting of 2 (two) HGU certificate numbers, namely:
a. NIB. 16.06.00.00.00200 covering an area of 6,860.51 Ha;
b. NIB. 16.08.00.00.00201 covering an area of 68.18 Ha;"
YN85ZlHH;9842;521/15/Distan-III/VII/2006;2006-07-19;;;IUP with land area of 11,200 ha
4zgZMWli;9842;522.1/34/Ek/IL-III/2009;2009;;;Location permit, land area granted was at  11,610.00 ha
GqMzbDLJ;9867;13/HGU/BPN.RI/2005;2005;2040;35; HGU Contract While in Tepian estate, the land use rights based on decree of Head of Land National Agency number 13/HGU/BPN/2005 about land use rights for PT REA Kaltim Plantations in Kutai Kartanegara District, about 5,100 Ha on behalf PT Sasana Yudha Bhakti valid for 35 years
o4K3hkxo;9867;No. KAKK/20/AMDAL/Perkebunan/05 ;2005-12-01;;;EIA document which is approved by Kepala Badan Lingkungan Hidup Daerah Kabupaten Kutai Kertanegara (Head of Environmental Agency, Kartanegara District)
WcdHLC7z;9875;25/HGU/BPN RI/2010 ;2010-04-26;;;HGU Contract -- On 26 April 2010, 9,784 Ha of land within the location permit was converted to a land use title (Decree number 25/HGU/BPN/RE/2010 tanggal 26 April 2010 with certificate number 109, 110 and 111
v8dQDf17;9875;No. 525.26/K.146/HK/II/2014;2014-02;;;Following the expiration of the original location permit in 2010, a new location permit covering 6,280 Hectares of the land within the original location permitvbut outside of the land use title was issued in February 2014 (No. 525.26/K.146/HK/II/2014).
VW11pl8l;9875;Keputusan Bupati Kutai Timur Nomor 142/02.188.45/HK/IV/2007;2007-03-09;;;PT. CDM was issued with a location permit of 22,500Ha by the Head of Kutai Timur district on 9 April 2007 (Keputusan Bupati Kutai Timur Nomor 142/02.188.45/HK/IV/2007)
a_z9bAcf;9876;013/11;2011-08-12;2036-08-11;25;
XSg19gEm;9893;C-21343 HT.01.01.TH.2006 ;2006-06-20;;;"No.41 dated on 22 June 2006 issued by Notary Jhonni Marihotua
Sianturi, SH, legalized by Ministry of Law and Human Right of Republic
Indonesia No. C-21343 HT.01.01.TH.2006 dated 20 July 2006 "
_L2Flp8R;9893;525.26/K.867/2009;2009-10-28;;;Type of License: Permitted Area
JdPyBzhe;9893;No. 525.26/K.941a/2010;2010-11-23;;;Type of License: Plantation Development Permit
7_PTY4jl;9893;525.29/K.1013/2011;2011-11-25;;;Type of License: Revision of Permitted Area 
a8aTJi5G;9897;№1390-р;2019-06-07;;49;An agreement was signed to establish a public servitude in the interests of the Second wind farm of the Wind energy development fund LLC for the purpose of installing a connecting  for the Kamensko-Krasnosulinskaya WPP to a public road of federal status.
tPzVvxAL;9898;01/RIS-HGU/2014;2014;;;
2_chHg6v;9900; 38-HGU-BPN RI-2009;2009;;;
6oaOlh3O;9903;54/HGU/BPN-63/2018;2018;;;
RgTJnpT7;9904;;;;;There seems to be a HGU Contract but no information about contract Number (see https://www.ioigroup.com/Content/S/PDF/NPC%20Public%20Statement%20(NPDE)-%20PT%20SAS%20case.pdf) 
Q_gQuMuO;9904;SK MENLHK No.130, 2017;2017;;;"the SAS HGU area is located within the “Fungsi Budidaya Ekosistem Gambut” under SK
MENLHK No.130, 2017 which can be developed into an oil palm plantation."
HjyjRvcI;9910;No SK. 111/MENHUT-II/2012. ;2012-02-21;;;The proposed project area of PT  Megasurya Mas has been released from Production Forest area, can be converted to oil palm  plantations and was approved on 21st February 2012 by the Minister of forestry Republic of  Indonesia (Keputusan Menteri Kehutanan) No SK. 111/MENHUT-II/2012. The Plantation Permit (Izin Usaha Perkebunan, IUP) was approved on 11th April  2013 by the Investment Coordinating Board Papua Province (Badan Koordinasi Penanaman Modal
Q-irJhQo;9910;No 660.1/01-ANDAL/XII/2012;2012-12;;;The Social Environment Impact Assessment (AMDAL) was approved by AMDAL Commission of Jayapura Regency No 660.1/01-ANDAL/XII/2012 dated 7th December 2012. Environmental Feasibility of Oil Palm Plantation Development Plan and Mill Processing was approved by Regent of Jayapura Decree (Surat Keputusan Bupati Jayapura) No. 3 Year 2013. The Environmental Permit (Izin Kelayakan Lingkungan) was approved by Regent of Jayapura Decree No. 6 dated on 16th January 2013.
PxBTIc_u;9910;04/94/IUP/PMDN/2013;2013-04-11;;;"The Plantation Permit (Izin Usaha Perkebunan, IUP) was approved on 11th April 2013 by the Investment Coordinating Board Papua Province (Badan Koordinasi Penanaman Modal) Nomor : 04/94/IUP/PMDN/2013; the total area is 13,389.60 ha. "
AtP8Dism;9910;SK Bupati Jayapura 119/2011;2011;;;Location Permit
