ID;Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
658TX_Op;9703;Approximate location;Бердянський район, Запорожская область, Украина;47.05564,36.79802;;;
jNwEKmyN;9704;Approximate location;Приморск, Запорожская область, Украина;46.72307,36.35412;;;
Acliw3jH;9704;Approximate location;Borysivka, Запорожская область, Украина;46.78972,36.40719;;;
eTG5QVjJ;9705;Administrative region;Каланчакский район, Херсонская область, Украина;46.17175,33.44066;;;
Iw8yIw1L;9705;Coordinates;Каирка, Херсонская область, Украина;46.23592,33.71299;;;Polygons represent not only the Myrnenska wind farm (project) but related projects within the operating company because it's impossible to distinguish them
X-D3pKUH;9706;Exact location;Орлівка, Запорожская область, Украина;46.7049,36.03187;;;
Z2kYDVx6;9707;Administrative region;Стара Синява, Хмельницька область, Україна;49.5966,27.62517;;;
xPtN26zE;9708;Administrative region;West Kalimantan, Indonesia;-0.27878,111.47528;;"located in Kampar Sebomban Village, Simpang Dua
Subdistrict, Ketapang District, Province of West Kalimantan";
QKJZCVKI;9710;Administrative region;Новотроїцький район, Херсонская область, Украина;46.37671,34.24557;;;
Dg5Pw_Hb;9710;Approximate location;Оверьяновка, Херсонская область, Украина;46.2221,34.37351;;;
lPj8XhfZ;9711;Administrative region;Decha, Ethiopia;6.79459,36.17626;;Southern Nations, Nationalities and Peoples Region Province (SNNP). The farm is situated in the birth place of coffee in Keffa zone, Dechaworeda.;
28rT4wuP;9713;Exact location;Luján de Cuyo, Mendoza, Argentina;-32.99805,-68.87261;;;
ZVIv_005;9714;Administrative region;Бершадь, Вінницька область, Україна;48.36895,29.53316;;;
WaFsApyn;9714;Approximate location;Війтівка, Вінницька область, Україна;48.42199,29.53862;;;
rlhlH0Ft;9714;Approximate location;П'ятківка, Вінницька область, Україна;48.31962,29.3867;;Approximately 2869 ha of contracted area in this village;
WaFsApyn;9715;Administrative region;Війтівка, Вінницька область, Україна;48.31962,29.3867;;;
WaFsApyn;9716;Administrative region;Гордіївка, Вінницька область, Україна;48.52118,29.32093;;;
VbLGOPfG;9717;Approximate location;Santiago del Estero, Argentina;-27.78335,-64.26416;;Las hectareas se encuentran en el noreste de Santiago del Estero;
8wvxGH6I;9718;Exact location;Almirante Brown, Resistencia, Chaco, Argentina;-27.45265,-58.98123;;;
HDnuftTk;9719;Approximate location;Negeri sepa, Sepa, Kecamatan Amahai, Kabupaten Maluku Tengah, Maluku, Indonesia;-3.34911,129.1097;;;
PYLO7jto;9720;Administrative region;Donggala, Central Sulawesi, Indonesia;-0.42331,119.83523;;;
Zv8FqRYU;9721;Approximate location;Tumbang Baloi, Murung Raya Regency, Central Kalimantan, Indonesia;-0.15261,114.88049;;;
QYFieR_p;9722;Administrative region;Berau, East Kalimantan, Indonesia;2.27919,118.09085;;;
DW2C-AJr;9723;Administrative region;Pontianak, West Kalimantan, Indonesia;-0.02633,109.3425;;;
Y2N1Xpnu;9725;Administrative region;Sintang, Sintang Regency, West Kalimantan, Indonesia;0.06326,111.4862;;Area Mine from PT Silangkop Nusa Raya;
s-0PyJLP;9727;Coordinates;Kutai Barat, East Kalimantan, Indonesia;-0.45231,115.6495;Oil Palm Plantation;;
DL3fr_dB;9728;Administrative region;Sanggau, West Kalimantan, Indonesia;0.14001,110.52154;;Jl. Sanggau, Peladi, Kec. Kapuas, Sanggau Regency, West Kalimantan 78513, Indonesia;
0xZpG2Ki;9729;Administrative region;Kutai Kartanegara, East Kalimantan, Indonesia;-0.13366,116.60816;;;
bY02nmka;9730;Administrative region;Banggai Regency, Central Sulawesi, Indonesia;-0.95617,122.62774;;Bualemo District;
F80vlWco;9732;Exact location;R48, De Aar, De Aar, 7000, South Africa;-30.6203,24.0333;De Aar Solar Power plant;;Located 6km outside the town of De Aar in the Northern Cape
JzHSTp9v;9733;Exact location;Copperton, South Africa;-29.9681,22.32044;Mulilo-Sonnedix-Prieska Solar PV project;;"Located in  Copperton, Northern Cape
"
p4k1tkuu;9734;Exact location;Kathu Solar Park, Kathu, South Africa;-27.61093,23.02783;Kathu Solar Park Farm ;"Kathu Solar Park
Farm 465 off T-25, Kathu, 844";Kathu solar park is situated in Kathu town ,Kalahari Desert in the Northern Cape province, which is approximately 600km south west of Pretoria.
p6NoYz3X;9737;Approximate location;Bandungharjo, Jepara Regency, Central Java, Indonesia;-6.41595,110.86125;;;
EUg1i0-x;9739;Administrative region;Pulau Bangka, Bangka Belitung Islands, Indonesia;-2.28847,106.06401;;;
v2oYch_4;9739;Approximate location;Kundur, Karimun Regency, Riau Islands, Indonesia;0.66263,103.45821;;;
z6Ja5rsb;9739;;Belitung, Bangka Belitung Islands, Indonesia;-2.87089,107.95318;;;
MlMEHfqu;9739;;Jakarta, Indonesia;-6.20876,106.8456;;;
lITaUoVA;9740;Coordinates;Pidodo Wetan, Kabupaten Kendal, Jawa Tengah, Indonesia;-6.8641,110.194;Cultivation Ponds and Frozen Food Storage of Shrimp;This 178.66 hectare deals is located on the north coast of Central Java province;
AWUc6dix;9741;Approximate location;Decha, Ethiopia;6.79459,36.17626;Gushe Buna Coffee Farm;Southern Nations, Nationalities and Peoples Region Province (SNNP). ;
SN_c1igB;9742;Administrative region;Генический район, Херсонская область, Украина;46.16179,34.87026;;;
fmuJ-k0N;9742;Administrative region;Новотроицкий район, Херсонская область, Украина;46.37671,34.24557;;;
lwOHaPoB;9742;Approximate location;Сивашовка, Херсонская область, Украина;46.25672,34.43052;;;
ozcvWi1K;9743;Approximate location;Pinenek, Likupang Timur, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia;1.59746,125.03548;Extractive Mining;The location of this concession is around 33 villages (8 sub-districts), most of which are in North Minahasa Regency and a small part are in Bitung City. In terms of location, the concession area and extractive production are located in the Lipeh Mountains.;
Nw9aROOR;9745;Approximate location;Новоазовський район, Донецкая область, Украина;47.20729,37.9426;;;
ncsMU6YM;9745;Coordinates;Безіменне, Донецкая область, Украина;47.14005,37.91977;;;
SJHOMaDF;9747;Administrative region;Landak, West Kalimantan, Indonesia;0.42372,109.75916;;;
EH1q6Zq1;9748;Administrative region;Bangka Selatan, Kepulauan Bangka Belitung, Indonesia;-2.74105,106.44058;Extractive Mining;Overall, the concession of PT. Bangka Belitung Timah Sejahtera is located in 5 Regencies, Bangka Belitung Province. Meanwhile, the location of this mining area is in the South Bangka Regency, and there are 24 locations with an area of 414,27 hectares.;
AGxTpsfy;9748;Approximate location;Kota Pangkal Pinang, Kepulauan Bangka Belitung, Indonesia;-2.13162,106.11693;Extractive Mining;Overall, the concession of PT. Bangka Belitung Timah Sejahtera is located in 5 Regencies, Bangka Belitung Province. Meanwhile, the location of this mining area is in the Pangkal Pinang City, and there are 9 locations with an area of 114,63 hectares.;
R5t8WljG;9748;Administrative region;Kabupaten Bangka, Kepulauan Bangka Belitung, Indonesia;-1.87429,105.92299;Extractive Mining;Overall, the concession of PT. Bangka Belitung Timah Sejahtera is located in 5 Regencies, Bangka Belitung Province. Meanwhile, the location of this mining area is in the Pangkal Pinang City, and there are 53 locations with an area of 936,13 hectares.;
lwYVulMX;9748;Administrative region;Bangka Tengah, Kepulauan Bangka Belitung, Indonesia;-2.40078,106.20514;Extractive Mining;Overall, the concession of PT. Bangka Belitung Timah Sejahtera is located in 5 Regencies, Bangka Belitung Province. Meanwhile, the location of this mining area is in the Central Bangka Regency, and there are 13 locations with an area of 170,05 hectares.;
WskUlvLy;9748;Administrative region;Bangka Barat, Kepulauan Bangka Belitung, Indonesia;-1.8405,105.50055;Extractive Mining;Overall, the concession of PT. Bangka Belitung Timah Sejahtera is located in 5 Regencies, Bangka Belitung Province. Meanwhile, the location of this mining area is in the West Bangka Regency, and there are 23 locations with an area of 425,9 hectares.;
FZl6_hmS;9751;Approximate location;Merauke, Merauke Regency, Papua, Indonesia;-8.49911,140.40498;;;
Sn_n_HL8;9752;Administrative region;Ende Flores NTT, Kel. Mautapaga, Ende Regency, East Nusa Tenggara, Indonesia;-8.841,121.66224;;;
XezGn-Ig;9753;Administrative region;Seko, Luwu Utara, North Luwu Regency, South Sulawesi, Indonesia;-2.20234,119.88152;;;
FyEoG7OG;9753;Administrative region;Limbong, Luwu Utara, South Sulawesi, Indonesia;-2.56359,119.9681;;;
zCD8E23e;9754;Approximate location;Hoyane, Kabupaten Luwu Utara, Sulawesi Selatan, Indonesia;-2.30417,119.88655;Mining Exploration;PT. Dataran Seko Perkasa is located in 8 villages or 2 districts;
qkV6gKpo;9755;Exact location;Cilamaya Karawang Barat, Karangpawitan, Karawang, West Java, Indonesia;-6.21715,107.63341;shrimp pond;"Size Location Concession PT. Kartika Kresno Sakti 136.4332277 Ha
";
rMV2bktT;9756;Approximate location;Banua Tonga, Kabupaten Padang Lawas, Sumatera Utara, Indonesia;1.26164,99.57847;Oil Palm Plantation;The concession area of PT. Barumun Raya Padang Langkat is located in 10 villages or 3 districts.;
Czo_05GB;9758;Approximate location;Sumberagung, Pesanggaran, Banyuwangi, Jawa Timur, Indonesia;-8.59682,114.04788;Extractive Mining;This extractive mining concession area is located in the mountainous area of Tumpang Pitu which is a protected forest area as well as a conservation area.;
pwD_4K9D;9759;Coordinates;Parque Natural Regional Bosque de Galilea, Villarrica, Tolima, Colombia;3.80038,-74.68177;"Conservación del bosque Galilea-Amé"""". (1) “Proyecto de compensación de emisiones Conservación del bosque Galilea-Amé";;The current program area comprises 12,701 ha of forest located in the municipality of Villarrica, which is located in the eastern part of the department of Tolima. 
WvAVSR_C;9760;Coordinates;West Kalimantan, Indonesia;0.7213,108.89204;PT Patiware;"
";
hmdpSzkI;9761;Approximate location;Bereng Jun, Kabupaten Gunung MAS, Kalimantan Tengah, Indonesia;-1.53556,113.4792;Oil Palm Plantation;These concessions are located in 3 villages;
qXDggdRt;9762;Approximate location;Pamotan, Dampit, Kabupaten Malang, Jawa Timur, Indonesia;-8.1859,112.76839;Poultry Cattle;PT concession Japfa Comfeed Indonesia Tbk is located in 2 villages;
ccEl6ASF;9763;Approximate location;Los Encuentros, Zamora Chinchipe, Ecuador;-3.8348,-78.6018;Fruta del norte;"Latitude & Longitude (WGS84):	3° 45' 39'' South , 78° 30' 22'' West
Latitude & Longitude (decimal):	-3.76083333333, -78.5061111111
";
ayyG5h5x;9764;Approximate location;Gunung Mane, Hutan, Kabupaten Pidie, Aceh, Indonesia;4.99478,95.93346;Extractive Mining;PT concession Magellanic Garuda Kencana is located in 5 villages or 2 districts;
CS6Kkik5;9765;Approximate location;Gontar, Kabupaten Sumbawa, Nusa Tenggara Barat, Indonesia;-8.50342,116.96083;Shrimp and fish cultivation;These concessions are located in 2 villages; 
cuHYhq4Z;9766;Coordinates;Donggala, Central Sulawesi, Indonesia;-0.42331,119.83523;;;
VyfMybAQ;9766;Coordinates;Gowa, South Sulawesi, Indonesia;-4.9927,119.458;;Address: Jl. Onta Baru No.138B, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90113, Indonesia;as per google maps
VtPRutTi;9766;Coordinates;South Titiwungen, Manado City, North Sulawesi, Indonesia;1.6079,124.7836;;FRGM+F6 South Titiwungen, Manado City, North Sulawesi, Indonesia;as per google maps
m1qf3yaC;9768;Approximate location;Semabi, Kabupaten Sekadau, Kalimantan Barat, Indonesia;0.11589,110.89812;Oil Palm Plantation;;These concessions are located in 4 villages
p7m8-D3s;9769;Approximate location;Batéké Plateau, Republic of the Congo;-3.5,15.75;;in the Lefini reserve, part of the Batéké Plateaux;
LRT6J_MF;9770;Exact location;Darou Khoudoss, Sénégal;15.09462,-16.85411;Industries Chimiques du Sénégal (ICS);The mine site is located ~100km north of Dakar. It is well connected by road. A rail line connects the mine site & Dakar port for transport of Acid, Sulphur & concentrate.;
Mh736C1h;9771;Approximate location;Kandrakai, Kabupaten Merauke, Papua, Indonesia;-7.05078,140.88726;Oil Palm Plantation;This plantation concession is located in 4 villages;
P2fqmjAN;9772;Administrative region;Xinguara, PA, Brasil;-7.10498,-49.94591;Fazenda Porto Rico - Moça Nua;Property of AgroSB Agropecuária S.A.;
CIQwvGuv;9773;Administrative region;Santana do Araguaia, PA, Brasil;-9.33912,-50.33753;Fazendas Monte Sião e Mato Dentro;Property of AgroSB Agropecuária S.A.;
a4tL2feP;9774;Administrative region;São Félix do Xingu, PA, Brasil;-6.64145,-51.97622;Lote Rural 35;"Property of AgroSB Agropecuária S.A.
";
ZMTEFqfi;9775;Coordinates;Pichincha, Ecuador;-33.78685,-57.48573;Forest Santa Catalina;Santa Catalina forest. Mejia Canton. Pichincha Province;
86XPejqj;9776;Administrative region;Cumaru do Norte, PA, Brasil;-7.81137,-50.76763;Fazenda Santa Ana;"Property of AgroSB Agropecuária S.A.
";
5e1KvIW0;9777;Coordinates;Loja, Ecuador;-3.98852,-79.2684;Wind farm Villonaco;Villonaco hill;
-SJ69T1n;9778;Administrative region;Ulilin, Merauke, Merauke Regency, Papua, Indonesia;-7.07301,140.76244;;;
xm4Mdaid;9779;Exact location;Kirene, Sénégal;14.66613,-17.00597;Ciment du sahel;;
1zUzaDBt;9779;Exact location;Thiéky, Sénégal;14.63558,-16.99435;Ciment du sahel;;clay concession
meR2AKuL;9780;Administrative region;Xinguara, PA, Brasil;-7.10498,-49.94591;Fazenda Espírito Santo;Property of AgroSB Agropecuária S.A.;
qPiFthVr;9781;Administrative region;Santana do Araguaia, PA, Brasil;-9.33912,-50.33753;Fazenda São Roberto I e Matão;Property of AgroSB Agropecuária S.A.;
mf3tLex3;9782;Administrative region;Santana do Araguaia, PA, Brasil;-9.33912,-50.33753;Fazenda Nova Vida;"Property of AgroSB Agropecuária S.A.
";
3ymQYn91;9783;Administrative region;Santana do Araguaia, PA, Brasil;-9.33912,-50.33753;Fazenda Vale Verde;"Property of AgroSB Agropecuária S.A.
";
StshNGAY;9784;Administrative region;Santana do Araguaia, PA, Brasil;-9.33912,-50.33753;Fazenda São Marcos e Serra Azul;Property of AgroSB Agropecuária S.A.;
3-LvQJJZ;9785;Administrative region;Xinguara, PA, Brasil;-7.10498,-49.94591;Fazenda dos Castanhais e Ceita Core;"Property of AgroSB Agropecuária S.A.
";
CVejFdLE;9786;Administrative region;São Félix do Xingu, PA, Brasil;-6.64145,-51.97622;Lote 5 Setor A;"Property of AgroSB Agropecuária S.A.
";
Ft1IU9-m;9787;Administrative region;Xinguara, PA, Brasil;-7.10498,-49.94591;Fazenda Porto Rico;Property of AgroSB Agropecuária S.A.;
13DWFYeS;9788;Approximate location;LAM-LAM, Commune de Chérif Lo, Département de Tivaouane, Région de Thiès Sénégal, Cherif Lo, Sénégal;14.90033,-16.88445;SEPHOS;;
hC1H1HN3;9789;Administrative region;Canaã dos Carajás, PA, Brasil;-6.53008,-49.85172;Fazenda Santa Fé I e II;Property of AgroSB Agropecuária S.A.;
OJpP_WpI;9790;Administrative region;Cumaru do Norte, PA, Brasil;-7.81137,-50.76763;Lote 33 G - Santa Cruz;"Property of AgroSB Agropecuária S.A.
";
DoZG82ep;9791;Administrative region;Cumaru do Norte, PA, Brasil;-7.81137,-50.76763;Fazenda Vale do Sereno;"Property of AgroSB Agropecuária S.A.
";
GOjnz3Th;9792;Administrative region;São Félix do Xingu, PA, Brasil;-6.64145,-51.97622;Fazenda Cerrado Grande Umuarama;"Property of AgroSB Agropecuária S.A.
";
dSMLc3Hx;9793;Administrative region;São Félix do Xingu, PA, Brasil;-6.64145,-51.97622;Fazenda Nova Caracol;"Property of AgroSB Agropecuária S.A.
";
0os9i6r1;9794;Administrative region;São Félix do Xingu, PA, Brasil;-6.64145,-51.97622;Fazenda Servidão Gleba B;"Property of AgroSB Agropecuária S.A.
";
